9504	0A/4
9505	0A/3
9506	0A/1
9519	0B/4
9520	0B/1
9521	0B/2
9526	12/3
9529	18/3
9532	19/8
9536	5/1
9542	18/8
9543	37/4
9544	45/1
9551	18/7
9552	18/6
9553	18/4
9554	18/5
9555	18/2
9556	18/1
9563	19/5
9564	19/2
9565	19/3
9566	19/6
9567	19/1
9575	24/2
9582	37/9
9590	57/1
9593	20/1
9617	9/3
9632	37/6
9639	37/1
9642	37/5
9668	N1/1
9670	N2/1
9680	2/1
9681	2/3
9682	2/2
9683	27/1
9684	27/2
9685	27/4
9686	27/3
9699	10/3
9701	14/3
9702	14/4
9703	31/2
9704	31/4
9705	40/1
9707	37/3
9714	32/2
9722	33/3
9723	16/1
9724	36/6
9725	42/2
9727	37/7
9730	16/8
9732	33/2
9737	52/1
9742	52/2
9745	16/4
9750	19/7
9769	16/5
9770	16/7
9772	4/2
9773	4/3
9776	14/2
9777	12/7
9779	59/1
9780	4/1
9790	37/8
9791	36/4
9807	16/3
9808	54/1
9818	36/5
9819	12/14
9822	20/2
9825	12/13
9828	19/4
9842	41/1
9843	41/2
9846	41/3
9849	22/1
9870	59/2
9872	16/6
9875	51/2
9882	11/4
9886	1/3
9887	14/1
9892	15/3
9897	51/1
9903	15/6
9912	3/6
9913	15/4
9922	1/2
9923	15/1
9924	1/1
9929	15/5
9935	15/2
9936	3/4
9938	3/3
9939	52/3
9949	28/1
9956	28/3
9957	3/1
9958	3/5
9962	37/2
9967	N3/1
9969	16/2
9970	33/1
9972	46/1
9973	46/2
9978	8/4
9979	6/2
9980	36/2
9981	6/3
9982	6/4
9984	26/4
9989	58/2
9992	10/4
9995	8/1
9996	1/5
9997	8/3

10000	
10001	
10002	
10003	
10005	
10007	
10011	
10013	
10015	
8206	
8208	
8235	
8236	
8237	
8241	
8242	
8243	
8253	
8558	
8559	
8572	
8574	
8698	
8699	
8875	
8876	
8920	
8929	
8930	
8931	
8932	
8933	
8952	
8953	
8954	
8955	
8969	
8979	
8987	
8988	
8989	
8990	
8991	
8992	
8994	
9001	
9002	
9077	
9078	
9079	
9085	
9206	
9207	
9209	
9219	
9220	
9244	
9272	
9277	
9278	
9289	
9290	
9292	
9293	
9306	
9307	
9308	
9315	
9317	
9324	
9335	
9336	
9355	
9356	
9359	
9361	
9362	
9380	
9381	
9382	
9393	
9396	
9419	
9421	
9422	
9426	
9458	
9459	
9460	
9461	
9478	
9485	
9486	
9501	
9507	
9508	
9509	
9510	
9511	
9518	
9528	
9531	
9533	
9537	
9540	
9541	
9549	
9550	
9557	
9558	
9559	
9560	
9561	
9562	
9569	
9576	
9577	
9578	
9579	
9580	
9589	
9607	
9622	
9630	
9637	
9641	
9643	
9671	
9687	
9688	
9690	
9691	
9692	
9693	
9708	
9709	
9711	
9715	
9716	
9736	
9741	
9744	
9752	
9806	
9810	
9813	
9823	
9824	
9826	
9838	
9839	
9841	
9845	
9850	
9864	
9865	
9877	
9883	
9885	
9893	
9894	
9895	
9902	
9904	
9906	
9907	
9909	
9915	
9918	
9927	
9928	
9930	
9932	
9934	
9937	
9940	
9950	
9955	
9959	
9960	
9963	
9968	
9975	
9976	
9977	
9983	
9985	
9986	
9987	
9988	
9990	
9991	
9993	
9994	
9998	
9999	

7950	33/1
7952	30/1
7954	3/1
8186	16/2
8234	11/2
8263	16/1
8264	11/1
8551	9/2
8552	9/1
8702	44/1
8703	58/1
8883	17/3
8884	34/2
8885	17/4
8886	34/1
8919	7/1
8945	27/1
8948	27/2
8961	17/1
8962	13/2
8963	13/1
8964	17/2
8975	13/3
8976	13/4
8997	4/1
8998	4/2
9061	47/4
9072	26/2
9073	26/1
9214	35/1
9241	22/1
9285	47/1
9286	10/1
9300	31/1
9322	36/2
9323	36/1
9444	47/3
9479	57/1
9489	8/1
9492	8/2
9523	0B/2
9524	0B/1
9525	0A/1
9538	19/1
9539	19/2
9546	30/2
9547	59/1
9581	19/6
9584	18/1
9585	19/3
9586	19/4
9587	19/5
9588	18/2
9624	37/2
9626	12/2
9634	31/2
9638	12/1
9646	31/3
9655	6/1
9658	6/2
9666	N1/1
9672	N2/1
9678	2/1
9679	2/2
9718	14/1
9734	54/1
9747	47/2
9820	54/2
9827	43/1
9848	41/1
9879	1/2
9888	30/3
9890	15/2
9900	3/2
9905	15/1
9910	51/1
9916	51/2
9917	1/1
9952	28/1
9953	28/2
9964	37/1
9966	N3/1

10100	41_3
10101	31_1
10102	15_1
10103	22_1
10104	37_2
10105	41_1
10106	41_2
10107	58/3
10108	34_1
10109	15_6
10110	15_5
10111	15_4
10112	15_3
10113	15_2

10024	37_1
10128	15_2
10129	15_1
10135	11_2
10136	11_1
10139	3_2
10140	1_1
10141	1_2

10114	14_1
10115	7_1
10116	1_1
10118	15_1
10134	15_2
10137	11_1
10138	11_2
